instance_index,feature_name,feature_type,percentage_changed,num_changed,num_total,original_value,distribution,unique_values
56,Psychological_Exhaustion,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
56,Recognition,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
56,Rewards_Wages_Satisfaction,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
56,Sector,categorical,33.33,1,3,3.0,"{""2.0"": 1}",2.0
56,Training_programs_During_last_three_years,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
56,Useful_Training_Programs,categorical,0.0,0,3,0.0,{},
56,Work_Live_Balance,categorical,0.0,0,3,1.0,{},
56,Years_Experience,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
56,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
57,Academic_degree,categorical,0.0,0,3,1.0,{},
57,Age,categorical,0.0,0,3,0.0,{},
57,Bonus,categorical,0.0,0,3,0.0,{},
57,Business_Travel,categorical,0.0,0,3,0.0,{},
57,Distance_to_work,categorical,0.0,0,3,1.0,{},
57,Emotional_Commitment,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
57,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
57,Gender,categorical,0.0,0,3,0.0,{},
57,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
57,Health_Issues,categorical,0.0,0,3,0.0,{},
57,Job_Engagement,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
57,Job_Opportunities,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
57,Job_Satisfaction,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
57,Job_Stability,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
57,Job_Support,categorical,0.0,0,3,1.0,{},
57,MedicalInsurance,categorical,0.0,0,3,1.0,{},
57,MonthlySalary,categorical,0.0,0,3,0.0,{},
57,OverTime,categorical,0.0,0,3,1.0,{},
57,Payment_Overtime,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
57,Physical_Stress,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
57,Psychological_Exhaustion,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
57,Recognition,categorical,0.0,0,3,0.0,{},
57,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
57,Sector,categorical,0.0,0,3,5.0,{},
57,Training_programs_During_last_three_years,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
57,Useful_Training_Programs,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
57,Work_Live_Balance,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
57,Years_Experience,categorical,0.0,0,3,0.0,{},
57,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
58,Academic_degree,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
58,Age,categorical,0.0,0,3,0.0,{},
58,Bonus,categorical,0.0,0,3,0.0,{},
58,Business_Travel,categorical,0.0,0,3,0.0,{},
58,Distance_to_work,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
58,Emotional_Commitment,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
58,Environment_Satisfaction,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
58,Gender,categorical,0.0,0,3,0.0,{},
58,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
58,Health_Issues,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
58,Job_Engagement,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
58,Job_Opportunities,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
58,Job_Satisfaction,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
58,Job_Stability,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
58,Job_Support,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
58,MedicalInsurance,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
58,MonthlySalary,categorical,0.0,0,3,0.0,{},
58,OverTime,categorical,0.0,0,3,1.0,{},
58,Payment_Overtime,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
58,Physical_Stress,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
58,Psychological_Exhaustion,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
58,Recognition,categorical,0.0,0,3,0.0,{},
58,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
58,Sector,categorical,0.0,0,3,5.0,{},
58,Training_programs_During_last_three_years,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
58,Useful_Training_Programs,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
58,Work_Live_Balance,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
58,Years_Experience,categorical,0.0,0,3,0.0,{},
58,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
59,Academic_degree,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
59,Age,categorical,0.0,0,3,0.0,{},
59,Bonus,categorical,0.0,0,3,0.0,{},
59,Business_Travel,categorical,0.0,0,3,0.0,{},
59,Distance_to_work,categorical,66.67,2,3,0.0,"{""1.0"": 1, ""2.0"": 1}","1.0,2.0"
59,Emotional_Commitment,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
59,Environment_Satisfaction,categorical,33.33,1,3,0.0,"{""2.0"": 1}",2.0
59,Gender,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
59,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
59,Health_Issues,categorical,0.0,0,3,0.0,{},
59,Job_Engagement,categorical,0.0,0,3,2.0,{},
59,Job_Opportunities,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
59,Job_Satisfaction,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
59,Job_Stability,categorical,0.0,0,3,0.0,{},
59,Job_Support,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
59,MedicalInsurance,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
59,MonthlySalary,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
59,OverTime,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
59,Payment_Overtime,categorical,0.0,0,3,2.0,{},
59,Physical_Stress,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
59,Psychological_Exhaustion,categorical,0.0,0,3,2.0,{},
59,Recognition,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
59,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
59,Sector,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
59,Training_programs_During_last_three_years,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
59,Useful_Training_Programs,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
59,Work_Live_Balance,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
59,Years_Experience,categorical,0.0,0,3,0.0,{},
59,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
60,Academic_degree,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
60,Age,categorical,66.67,2,3,1.0,"{""2.0"": 1, ""0.0"": 1}","2.0,0.0"
60,Bonus,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
60,Business_Travel,categorical,0.0,0,3,0.0,{},
60,Distance_to_work,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
60,Emotional_Commitment,categorical,0.0,0,3,2.0,{},
60,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
60,Gender,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
60,Get_Deserved_Promotion,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
60,Health_Issues,categorical,0.0,0,3,0.0,{},
60,Job_Engagement,categorical,0.0,0,3,1.0,{},
60,Job_Opportunities,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
60,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
60,Job_Stability,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
60,Job_Support,categorical,0.0,0,3,2.0,{},
60,MedicalInsurance,categorical,0.0,0,3,0.0,{},
60,MonthlySalary,categorical,0.0,0,3,0.0,{},
60,OverTime,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
60,Payment_Overtime,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
60,Physical_Stress,categorical,0.0,0,3,1.0,{},
60,Psychological_Exhaustion,categorical,0.0,0,3,1.0,{},
60,Recognition,categorical,0.0,0,3,1.0,{},
60,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
60,Sector,categorical,66.67,2,3,2.0,"{""3.0"": 1, ""1.0"": 1}","3.0,1.0"
60,Training_programs_During_last_three_years,categorical,0.0,0,3,1.0,{},
60,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
60,Work_Live_Balance,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
60,Years_Experience,categorical,0.0,0,3,0.0,{},
60,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
61,Academic_degree,categorical,0.0,0,3,0.0,{},
61,Age,categorical,0.0,0,3,0.0,{},
61,Bonus,categorical,0.0,0,3,0.0,{},
61,Business_Travel,categorical,0.0,0,3,0.0,{},
61,Distance_to_work,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
61,Emotional_Commitment,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
61,Environment_Satisfaction,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
61,Gender,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
61,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
61,Health_Issues,categorical,0.0,0,3,0.0,{},
61,Job_Engagement,categorical,0.0,0,3,2.0,{},
61,Job_Opportunities,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
61,Job_Satisfaction,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
61,Job_Stability,categorical,0.0,0,3,0.0,{},
61,Job_Support,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
61,MedicalInsurance,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
61,MonthlySalary,categorical,0.0,0,3,0.0,{},
61,OverTime,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
61,Payment_Overtime,categorical,33.33,1,3,2.0,"{""0.0"": 1}",0.0
61,Physical_Stress,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
61,Psychological_Exhaustion,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
61,Recognition,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
61,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
61,Sector,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
61,Training_programs_During_last_three_years,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
61,Useful_Training_Programs,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
61,Work_Live_Balance,categorical,0.0,0,3,1.0,{},
61,Years_Experience,categorical,0.0,0,3,0.0,{},
61,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
62,Academic_degree,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
62,Age,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
62,Bonus,categorical,0.0,0,3,0.0,{},
62,Business_Travel,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
62,Distance_to_work,categorical,100.0,3,3,0.0,"{""1.0"": 2, ""2.0"": 1}","1.0,2.0"
62,Emotional_Commitment,categorical,0.0,0,3,1.0,{},
62,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
62,Gender,categorical,0.0,0,3,1.0,{},
62,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
62,Health_Issues,categorical,0.0,0,3,0.0,{},
62,Job_Engagement,categorical,0.0,0,3,1.0,{},
62,Job_Opportunities,categorical,0.0,0,3,0.0,{},
62,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
62,Job_Stability,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
62,Job_Support,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
62,MedicalInsurance,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
62,MonthlySalary,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
62,OverTime,categorical,0.0,0,3,0.0,{},
62,Payment_Overtime,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
62,Physical_Stress,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
62,Psychological_Exhaustion,categorical,0.0,0,3,1.0,{},
62,Recognition,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
62,Rewards_Wages_Satisfaction,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
62,Sector,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
62,Training_programs_During_last_three_years,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
62,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
62,Work_Live_Balance,categorical,0.0,0,3,1.0,{},
62,Years_Experience,categorical,66.67,2,3,1.0,"{""2.0"": 1, ""0.0"": 1}","2.0,0.0"
62,Years_experience_lastorganization,categorical,66.67,2,3,0.0,"{""1.0"": 1, ""2.0"": 1}","1.0,2.0"
63,Academic_degree,categorical,0.0,0,3,1.0,{},
63,Age,categorical,0.0,0,3,0.0,{},
63,Bonus,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
63,Business_Travel,categorical,0.0,0,3,0.0,{},
63,Distance_to_work,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
63,Emotional_Commitment,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
63,Environment_Satisfaction,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
63,Gender,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
63,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
63,Health_Issues,categorical,0.0,0,3,0.0,{},
63,Job_Engagement,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
63,Job_Opportunities,categorical,0.0,0,3,0.0,{},
63,Job_Satisfaction,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
63,Job_Stability,categorical,0.0,0,3,0.0,{},
63,Job_Support,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
63,MedicalInsurance,categorical,0.0,0,3,1.0,{},
63,MonthlySalary,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
63,OverTime,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
63,Payment_Overtime,categorical,33.33,1,3,0.0,"{""2.0"": 1}",2.0
63,Physical_Stress,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
63,Psychological_Exhaustion,categorical,0.0,0,3,2.0,{},
63,Recognition,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
63,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
63,Sector,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
63,Training_programs_During_last_three_years,categorical,0.0,0,3,0.0,{},
63,Useful_Training_Programs,categorical,0.0,0,3,0.0,{},
63,Work_Live_Balance,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
63,Years_Experience,categorical,0.0,0,3,0.0,{},
63,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
64,Academic_degree,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
64,Age,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
64,Bonus,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
64,Business_Travel,categorical,0.0,0,3,0.0,{},
64,Distance_to_work,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
64,Emotional_Commitment,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
64,Environment_Satisfaction,categorical,66.67,2,3,1.0,"{""0.0"": 1, ""2.0"": 1}","0.0,2.0"
64,Gender,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
64,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
64,Health_Issues,categorical,0.0,0,3,0.0,{},
64,Job_Engagement,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
64,Job_Opportunities,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
64,Job_Satisfaction,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
64,Job_Stability,categorical,0.0,0,3,0.0,{},
64,Job_Support,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
64,MedicalInsurance,categorical,0.0,0,3,1.0,{},
64,MonthlySalary,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
64,OverTime,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
64,Payment_Overtime,categorical,100.0,3,3,1.0,"{""2.0"": 2, ""0.0"": 1}","2.0,0.0"
64,Physical_Stress,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
64,Psychological_Exhaustion,categorical,0.0,0,3,2.0,{},
64,Recognition,categorical,0.0,0,3,0.0,{},
64,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
64,Sector,categorical,100.0,3,3,3.0,"{""2.0"": 3}",2.0
64,Training_programs_During_last_three_years,categorical,0.0,0,3,0.0,{},
64,Useful_Training_Programs,categorical,0.0,0,3,0.0,{},
64,Work_Live_Balance,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
64,Years_Experience,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
64,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
65,Academic_degree,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
65,Age,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
65,Bonus,categorical,0.0,0,3,1.0,{},
65,Business_Travel,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
65,Distance_to_work,categorical,0.0,0,3,1.0,{},
65,Emotional_Commitment,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
65,Environment_Satisfaction,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
65,Gender,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
65,Get_Deserved_Promotion,categorical,0.0,0,3,1.0,{},
65,Health_Issues,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
65,Job_Engagement,categorical,0.0,0,3,1.0,{},
65,Job_Opportunities,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
65,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
65,Job_Stability,categorical,0.0,0,3,1.0,{},
65,Job_Support,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
65,MedicalInsurance,categorical,0.0,0,3,1.0,{},
65,MonthlySalary,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
65,OverTime,categorical,0.0,0,3,1.0,{},
65,Payment_Overtime,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
65,Physical_Stress,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
65,Psychological_Exhaustion,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
65,Recognition,categorical,0.0,0,3,1.0,{},
65,Rewards_Wages_Satisfaction,categorical,0.0,0,3,1.0,{},
65,Sector,categorical,0.0,0,3,1.0,{},
65,Training_programs_During_last_three_years,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
65,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
65,Work_Live_Balance,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
65,Years_Experience,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
65,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
66,Academic_degree,categorical,100.0,3,3,1.0,"{""2.0"": 1, ""0.0"": 2}","2.0,0.0"
66,Age,categorical,0.0,0,3,0.0,{},
66,Bonus,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
66,Business_Travel,categorical,0.0,0,3,0.0,{},
66,Distance_to_work,categorical,33.33,1,3,0.0,"{""2.0"": 1}",2.0
66,Emotional_Commitment,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
66,Environment_Satisfaction,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
66,Gender,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
66,Get_Deserved_Promotion,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
66,Health_Issues,categorical,0.0,0,3,0.0,{},
66,Job_Engagement,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
66,Job_Opportunities,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
66,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
66,Job_Stability,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
66,Job_Support,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
66,MedicalInsurance,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
66,MonthlySalary,categorical,100.0,3,3,2.0,"{""1.0"": 1, ""0.0"": 2}","1.0,0.0"
66,OverTime,categorical,0.0,0,3,0.0,{},
66,Payment_Overtime,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
66,Physical_Stress,categorical,0.0,0,3,1.0,{},
66,Psychological_Exhaustion,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
66,Recognition,categorical,0.0,0,3,1.0,{},
66,Rewards_Wages_Satisfaction,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
66,Sector,categorical,33.33,1,3,5.0,"{""4.0"": 1}",4.0
66,Training_programs_During_last_three_years,categorical,0.0,0,3,0.0,{},
66,Useful_Training_Programs,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
66,Work_Live_Balance,categorical,0.0,0,3,1.0,{},
66,Years_Experience,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
66,Years_experience_lastorganization,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
67,Academic_degree,categorical,0.0,0,3,1.0,{},
67,Age,categorical,0.0,0,3,0.0,{},
67,Bonus,categorical,0.0,0,3,0.0,{},
67,Business_Travel,categorical,0.0,0,3,0.0,{},
67,Distance_to_work,categorical,66.67,2,3,1.0,"{""2.0"": 1, ""0.0"": 1}","2.0,0.0"
67,Emotional_Commitment,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
67,Environment_Satisfaction,categorical,0.0,0,3,0.0,{},
67,Gender,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
67,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
67,Health_Issues,categorical,0.0,0,3,0.0,{},
67,Job_Engagement,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
67,Job_Opportunities,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
67,Job_Satisfaction,categorical,0.0,0,3,0.0,{},
67,Job_Stability,categorical,0.0,0,3,0.0,{},
67,Job_Support,categorical,0.0,0,3,0.0,{},
67,MedicalInsurance,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
67,MonthlySalary,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
67,OverTime,categorical,0.0,0,3,1.0,{},
67,Payment_Overtime,categorical,0.0,0,3,2.0,{},
67,Physical_Stress,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
67,Psychological_Exhaustion,categorical,100.0,3,3,1.0,"{""2.0"": 3}",2.0
67,Recognition,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
67,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
67,Sector,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
67,Training_programs_During_last_three_years,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
67,Useful_Training_Programs,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
67,Work_Live_Balance,categorical,0.0,0,3,2.0,{},
67,Years_Experience,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
67,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
68,Academic_degree,categorical,0.0,0,3,1.0,{},
68,Age,categorical,0.0,0,3,0.0,{},
68,Bonus,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
68,Business_Travel,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
68,Distance_to_work,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
68,Emotional_Commitment,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
68,Environment_Satisfaction,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
68,Gender,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
68,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
68,Health_Issues,categorical,0.0,0,3,0.0,{},
68,Job_Engagement,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
68,Job_Opportunities,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
68,Job_Satisfaction,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
68,Job_Stability,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
68,Job_Support,categorical,0.0,0,3,1.0,{},
68,MedicalInsurance,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
68,MonthlySalary,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
68,OverTime,categorical,0.0,0,3,0.0,{},
68,Payment_Overtime,categorical,0.0,0,3,0.0,{},
68,Physical_Stress,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
68,Psychological_Exhaustion,categorical,0.0,0,3,2.0,{},
68,Recognition,categorical,0.0,0,3,1.0,{},
68,Rewards_Wages_Satisfaction,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
68,Sector,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
68,Training_programs_During_last_three_years,categorical,0.0,0,3,0.0,{},
68,Useful_Training_Programs,categorical,0.0,0,3,0.0,{},
68,Work_Live_Balance,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
68,Years_Experience,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
68,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
69,Academic_degree,categorical,0.0,0,3,1.0,{},
69,Age,categorical,0.0,0,3,0.0,{},
69,Bonus,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
69,Business_Travel,categorical,0.0,0,3,0.0,{},
69,Distance_to_work,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
69,Emotional_Commitment,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
69,Environment_Satisfaction,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
69,Gender,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
69,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
69,Health_Issues,categorical,0.0,0,3,0.0,{},
69,Job_Engagement,categorical,0.0,0,3,2.0,{},
69,Job_Opportunities,categorical,0.0,0,3,0.0,{},
69,Job_Satisfaction,categorical,0.0,0,3,0.0,{},
69,Job_Stability,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
69,Job_Support,categorical,0.0,0,3,0.0,{},
69,MedicalInsurance,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
69,MonthlySalary,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
69,OverTime,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
69,Payment_Overtime,categorical,100.0,3,3,1.0,"{""2.0"": 2, ""0.0"": 1}","2.0,0.0"
