instance_index,feature_name,feature_type,percentage_changed,num_changed,num_total,original_value,distribution,unique_values
26,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
26,Work_Live_Balance,categorical,66.67,2,3,1.0,"{""0.0"": 1, ""2.0"": 1}","0.0,2.0"
26,Years_Experience,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
26,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
27,Academic_degree,categorical,66.67,2,3,2.0,"{""1.0"": 1, ""0.0"": 1}","1.0,0.0"
27,Age,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
27,Bonus,categorical,0.0,0,3,0.0,{},
27,Business_Travel,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
27,Distance_to_work,categorical,0.0,0,3,1.0,{},
27,Emotional_Commitment,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
27,Environment_Satisfaction,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
27,Gender,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
27,Get_Deserved_Promotion,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
27,Health_Issues,categorical,0.0,0,3,0.0,{},
27,Job_Engagement,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
27,Job_Opportunities,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
27,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
27,Job_Stability,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
27,Job_Support,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
27,MedicalInsurance,categorical,0.0,0,3,1.0,{},
27,MonthlySalary,categorical,0.0,0,3,1.0,{},
27,OverTime,categorical,0.0,0,3,0.0,{},
27,Payment_Overtime,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
27,Physical_Stress,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
27,Psychological_Exhaustion,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
27,Recognition,categorical,0.0,0,3,1.0,{},
27,Rewards_Wages_Satisfaction,categorical,0.0,0,3,1.0,{},
27,Sector,categorical,66.67,2,3,1.0,"{""2.0"": 1, ""3.0"": 1}","2.0,3.0"
27,Training_programs_During_last_three_years,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
27,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
27,Work_Live_Balance,categorical,0.0,0,3,1.0,{},
27,Years_Experience,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
27,Years_experience_lastorganization,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
28,Academic_degree,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
28,Age,categorical,0.0,0,3,0.0,{},
28,Bonus,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
28,Business_Travel,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
28,Distance_to_work,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
28,Emotional_Commitment,categorical,0.0,0,3,1.0,{},
28,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
28,Gender,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
28,Get_Deserved_Promotion,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
28,Health_Issues,categorical,0.0,0,3,0.0,{},
28,Job_Engagement,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
28,Job_Opportunities,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
28,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
28,Job_Stability,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
28,Job_Support,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
28,MedicalInsurance,categorical,0.0,0,3,1.0,{},
28,MonthlySalary,categorical,0.0,0,3,1.0,{},
28,OverTime,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
28,Payment_Overtime,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
28,Physical_Stress,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
28,Psychological_Exhaustion,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
28,Recognition,categorical,0.0,0,3,1.0,{},
28,Rewards_Wages_Satisfaction,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
28,Sector,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
28,Training_programs_During_last_three_years,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
28,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
28,Work_Live_Balance,categorical,0.0,0,3,1.0,{},
28,Years_Experience,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
28,Years_experience_lastorganization,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
29,Academic_degree,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
29,Age,categorical,0.0,0,3,0.0,{},
29,Bonus,categorical,0.0,0,3,0.0,{},
29,Business_Travel,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
29,Distance_to_work,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
29,Emotional_Commitment,categorical,0.0,0,3,1.0,{},
29,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
29,Gender,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
29,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
29,Health_Issues,categorical,0.0,0,3,0.0,{},
29,Job_Engagement,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
29,Job_Opportunities,categorical,0.0,0,3,1.0,{},
29,Job_Satisfaction,categorical,0.0,0,3,0.0,{},
29,Job_Stability,categorical,0.0,0,3,0.0,{},
29,Job_Support,categorical,0.0,0,3,1.0,{},
29,MedicalInsurance,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
29,MonthlySalary,categorical,0.0,0,3,0.0,{},
29,OverTime,categorical,0.0,0,3,1.0,{},
29,Payment_Overtime,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
29,Physical_Stress,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
29,Psychological_Exhaustion,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
29,Recognition,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
29,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
29,Sector,categorical,0.0,0,3,5.0,{},
29,Training_programs_During_last_three_years,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
29,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
29,Work_Live_Balance,categorical,0.0,0,3,2.0,{},
29,Years_Experience,categorical,0.0,0,3,0.0,{},
29,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
30,Academic_degree,categorical,0.0,0,3,1.0,{},
30,Age,categorical,0.0,0,3,1.0,{},
30,Bonus,categorical,0.0,0,3,0.0,{},
30,Business_Travel,categorical,0.0,0,3,0.0,{},
30,Distance_to_work,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
30,Emotional_Commitment,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
30,Environment_Satisfaction,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
30,Gender,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
30,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
30,Health_Issues,categorical,0.0,0,3,0.0,{},
30,Job_Engagement,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
30,Job_Opportunities,categorical,0.0,0,3,0.0,{},
30,Job_Satisfaction,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
30,Job_Stability,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
30,Job_Support,categorical,0.0,0,3,0.0,{},
30,MedicalInsurance,categorical,0.0,0,3,0.0,{},
30,MonthlySalary,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
30,OverTime,categorical,0.0,0,3,0.0,{},
30,Payment_Overtime,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
30,Physical_Stress,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
30,Psychological_Exhaustion,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
30,Recognition,categorical,0.0,0,3,0.0,{},
30,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
30,Sector,categorical,0.0,0,3,3.0,{},
30,Training_programs_During_last_three_years,categorical,0.0,0,3,0.0,{},
30,Useful_Training_Programs,categorical,0.0,0,3,0.0,{},
30,Work_Live_Balance,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
30,Years_Experience,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
30,Years_experience_lastorganization,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
31,Academic_degree,categorical,66.67,2,3,2.0,"{""1.0"": 1, ""3.0"": 1}","1.0,3.0"
31,Age,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
31,Bonus,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
31,Business_Travel,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
31,Distance_to_work,categorical,0.0,0,3,1.0,{},
31,Emotional_Commitment,categorical,100.0,3,3,1.0,"{""2.0"": 3}",2.0
31,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
31,Gender,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
31,Get_Deserved_Promotion,categorical,0.0,0,3,1.0,{},
31,Health_Issues,categorical,0.0,0,3,0.0,{},
31,Job_Engagement,categorical,0.0,0,3,1.0,{},
31,Job_Opportunities,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
31,Job_Satisfaction,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
31,Job_Stability,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
31,Job_Support,categorical,0.0,0,3,1.0,{},
31,MedicalInsurance,categorical,0.0,0,3,1.0,{},
31,MonthlySalary,categorical,100.0,3,3,0.0,"{""1.0"": 2, ""2.0"": 1}","1.0,2.0"
31,OverTime,categorical,0.0,0,3,1.0,{},
31,Payment_Overtime,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
31,Physical_Stress,categorical,0.0,0,3,1.0,{},
31,Psychological_Exhaustion,categorical,0.0,0,3,0.0,{},
31,Recognition,categorical,0.0,0,3,1.0,{},
31,Rewards_Wages_Satisfaction,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
31,Sector,categorical,66.67,2,3,2.0,"{""1.0"": 1, ""3.0"": 1}","1.0,3.0"
31,Training_programs_During_last_three_years,categorical,0.0,0,3,1.0,{},
31,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
31,Work_Live_Balance,categorical,0.0,0,3,1.0,{},
31,Years_Experience,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
31,Years_experience_lastorganization,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
32,Academic_degree,categorical,0.0,0,3,0.0,{},
32,Age,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
32,Bonus,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
32,Business_Travel,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
32,Distance_to_work,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
32,Emotional_Commitment,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
32,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
32,Gender,categorical,0.0,0,3,1.0,{},
32,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
32,Health_Issues,categorical,0.0,0,3,0.0,{},
32,Job_Engagement,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
32,Job_Opportunities,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
32,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
32,Job_Stability,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
32,Job_Support,categorical,66.67,2,3,1.0,"{""2.0"": 1, ""0.0"": 1}","2.0,0.0"
32,MedicalInsurance,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
32,MonthlySalary,categorical,0.0,0,3,0.0,{},
32,OverTime,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
32,Payment_Overtime,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
32,Physical_Stress,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
32,Psychological_Exhaustion,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
32,Recognition,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
32,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
32,Sector,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
32,Training_programs_During_last_three_years,categorical,0.0,0,3,1.0,{},
32,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
32,Work_Live_Balance,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
32,Years_Experience,categorical,66.67,2,3,2.0,"{""0.0"": 2}",0.0
32,Years_experience_lastorganization,categorical,33.33,1,3,0.0,"{""2.0"": 1}",2.0
33,Academic_degree,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
33,Age,categorical,100.0,3,3,2.0,"{""0.0"": 3}",0.0
33,Bonus,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
33,Business_Travel,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
33,Distance_to_work,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
33,Emotional_Commitment,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
33,Environment_Satisfaction,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
33,Gender,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
33,Get_Deserved_Promotion,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
33,Health_Issues,categorical,0.0,0,3,0.0,{},
33,Job_Engagement,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
33,Job_Opportunities,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
33,Job_Satisfaction,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
33,Job_Stability,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
33,Job_Support,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
33,MedicalInsurance,categorical,0.0,0,3,1.0,{},
33,MonthlySalary,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
33,OverTime,categorical,0.0,0,3,1.0,{},
33,Payment_Overtime,categorical,0.0,0,3,2.0,{},
33,Physical_Stress,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
33,Psychological_Exhaustion,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
33,Recognition,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
33,Rewards_Wages_Satisfaction,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
33,Sector,categorical,66.67,2,3,4.0,"{""3.0"": 1, ""5.0"": 1}","3.0,5.0"
33,Training_programs_During_last_three_years,categorical,100.0,3,3,2.0,"{""3.0"": 1, ""1.0"": 2}","3.0,1.0"
33,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
33,Work_Live_Balance,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
33,Years_Experience,categorical,100.0,3,3,2.0,"{""1.0"": 2, ""0.0"": 1}","1.0,0.0"
33,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
34,Academic_degree,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
34,Age,categorical,0.0,0,3,0.0,{},
34,Bonus,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
34,Business_Travel,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
34,Distance_to_work,categorical,0.0,0,3,1.0,{},
34,Emotional_Commitment,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
34,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
34,Gender,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
34,Get_Deserved_Promotion,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
34,Health_Issues,categorical,0.0,0,3,0.0,{},
34,Job_Engagement,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
34,Job_Opportunities,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
34,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
34,Job_Stability,categorical,0.0,0,3,1.0,{},
34,Job_Support,categorical,0.0,0,3,1.0,{},
34,MedicalInsurance,categorical,0.0,0,3,1.0,{},
34,MonthlySalary,categorical,0.0,0,3,1.0,{},
34,OverTime,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
34,Payment_Overtime,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
34,Physical_Stress,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
34,Psychological_Exhaustion,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
34,Recognition,categorical,0.0,0,3,1.0,{},
34,Rewards_Wages_Satisfaction,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
34,Sector,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
34,Training_programs_During_last_three_years,categorical,66.67,2,3,1.0,"{""2.0"": 2}",2.0
34,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
34,Work_Live_Balance,categorical,0.0,0,3,1.0,{},
34,Years_Experience,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
34,Years_experience_lastorganization,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
35,Academic_degree,categorical,0.0,0,3,0.0,{},
35,Age,categorical,33.33,1,3,0.0,"{""2.0"": 1}",2.0
35,Bonus,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
35,Business_Travel,categorical,0.0,0,3,0.0,{},
35,Distance_to_work,categorical,0.0,0,3,0.0,{},
35,Emotional_Commitment,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
35,Environment_Satisfaction,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
35,Gender,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
35,Get_Deserved_Promotion,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
35,Health_Issues,categorical,0.0,0,3,0.0,{},
35,Job_Engagement,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
35,Job_Opportunities,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
35,Job_Satisfaction,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
35,Job_Stability,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
35,Job_Support,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
35,MedicalInsurance,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
35,MonthlySalary,categorical,0.0,0,3,0.0,{},
35,OverTime,categorical,0.0,0,3,0.0,{},
35,Payment_Overtime,categorical,100.0,3,3,2.0,"{""0.0"": 1, ""1.0"": 2}","0.0,1.0"
35,Physical_Stress,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
35,Psychological_Exhaustion,categorical,66.67,2,3,2.0,"{""1.0"": 1, ""0.0"": 1}","1.0,0.0"
35,Recognition,categorical,0.0,0,3,1.0,{},
35,Rewards_Wages_Satisfaction,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
35,Sector,categorical,0.0,0,3,5.0,{},
35,Training_programs_During_last_three_years,categorical,0.0,0,3,0.0,{},
35,Useful_Training_Programs,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
35,Work_Live_Balance,categorical,100.0,3,3,2.0,"{""1.0"": 2, ""0.0"": 1}","1.0,0.0"
35,Years_Experience,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
35,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
36,Academic_degree,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
36,Age,categorical,0.0,0,3,0.0,{},
36,Bonus,categorical,0.0,0,3,0.0,{},
36,Business_Travel,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
36,Distance_to_work,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
36,Emotional_Commitment,categorical,0.0,0,3,1.0,{},
36,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
36,Gender,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
36,Get_Deserved_Promotion,categorical,0.0,0,3,0.0,{},
36,Health_Issues,categorical,0.0,0,3,0.0,{},
36,Job_Engagement,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
36,Job_Opportunities,categorical,0.0,0,3,1.0,{},
36,Job_Satisfaction,categorical,0.0,0,3,0.0,{},
36,Job_Stability,categorical,0.0,0,3,0.0,{},
36,Job_Support,categorical,0.0,0,3,1.0,{},
36,MedicalInsurance,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
36,MonthlySalary,categorical,0.0,0,3,0.0,{},
36,OverTime,categorical,0.0,0,3,1.0,{},
36,Payment_Overtime,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
36,Physical_Stress,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
36,Psychological_Exhaustion,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
36,Recognition,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
36,Rewards_Wages_Satisfaction,categorical,0.0,0,3,0.0,{},
36,Sector,categorical,0.0,0,3,5.0,{},
36,Training_programs_During_last_three_years,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
36,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
36,Work_Live_Balance,categorical,0.0,0,3,2.0,{},
36,Years_Experience,categorical,0.0,0,3,0.0,{},
36,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
37,Academic_degree,categorical,0.0,0,3,1.0,{},
37,Age,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
37,Bonus,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
37,Business_Travel,categorical,66.67,2,3,2.0,"{""0.0"": 2}",0.0
37,Distance_to_work,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
37,Emotional_Commitment,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
37,Environment_Satisfaction,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
37,Gender,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
37,Get_Deserved_Promotion,categorical,0.0,0,3,1.0,{},
37,Health_Issues,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
37,Job_Engagement,categorical,0.0,0,3,1.0,{},
37,Job_Opportunities,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
37,Job_Satisfaction,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
37,Job_Stability,categorical,0.0,0,3,1.0,{},
37,Job_Support,categorical,33.33,1,3,2.0,"{""1.0"": 1}",1.0
37,MedicalInsurance,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
37,MonthlySalary,categorical,33.33,1,3,3.0,"{""1.0"": 1}",1.0
37,OverTime,categorical,0.0,0,3,1.0,{},
37,Payment_Overtime,categorical,0.0,0,3,2.0,{},
37,Physical_Stress,categorical,0.0,0,3,1.0,{},
37,Psychological_Exhaustion,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
37,Recognition,categorical,0.0,0,3,1.0,{},
37,Rewards_Wages_Satisfaction,categorical,0.0,0,3,1.0,{},
37,Sector,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
37,Training_programs_During_last_three_years,categorical,0.0,0,3,1.0,{},
37,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
37,Work_Live_Balance,categorical,0.0,0,3,1.0,{},
37,Years_Experience,categorical,0.0,0,3,0.0,{},
37,Years_experience_lastorganization,categorical,0.0,0,3,0.0,{},
38,Academic_degree,categorical,66.67,2,3,1.0,"{""2.0"": 1, ""0.0"": 1}","2.0,0.0"
38,Age,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
38,Bonus,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
38,Business_Travel,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
38,Distance_to_work,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
38,Emotional_Commitment,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
38,Environment_Satisfaction,categorical,66.67,2,3,1.0,"{""0.0"": 1, ""2.0"": 1}","0.0,2.0"
38,Gender,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
38,Get_Deserved_Promotion,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
38,Health_Issues,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
38,Job_Engagement,categorical,0.0,0,3,1.0,{},
38,Job_Opportunities,categorical,100.0,3,3,1.0,"{""0.0"": 3}",0.0
38,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
38,Job_Stability,categorical,0.0,0,3,1.0,{},
38,Job_Support,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
38,MedicalInsurance,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
38,MonthlySalary,categorical,100.0,3,3,3.0,"{""2.0"": 2, ""1.0"": 1}","2.0,1.0"
38,OverTime,categorical,0.0,0,3,0.0,{},
38,Payment_Overtime,categorical,0.0,0,3,0.0,{},
38,Physical_Stress,categorical,66.67,2,3,0.0,"{""2.0"": 1, ""1.0"": 1}","2.0,1.0"
38,Psychological_Exhaustion,categorical,66.67,2,3,2.0,"{""0.0"": 1, ""1.0"": 1}","0.0,1.0"
38,Recognition,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
38,Rewards_Wages_Satisfaction,categorical,0.0,0,3,1.0,{},
38,Sector,categorical,66.67,2,3,4.0,"{""3.0"": 2}",3.0
38,Training_programs_During_last_three_years,categorical,0.0,0,3,2.0,{},
38,Useful_Training_Programs,categorical,0.0,0,3,1.0,{},
38,Work_Live_Balance,categorical,100.0,3,3,2.0,"{""1.0"": 3}",1.0
38,Years_Experience,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
38,Years_experience_lastorganization,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
39,Academic_degree,categorical,66.67,2,3,2.0,"{""1.0"": 2}",1.0
39,Age,categorical,0.0,0,3,0.0,{},
39,Bonus,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
39,Business_Travel,categorical,0.0,0,3,0.0,{},
39,Distance_to_work,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
39,Emotional_Commitment,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
39,Environment_Satisfaction,categorical,0.0,0,3,1.0,{},
39,Gender,categorical,33.33,1,3,0.0,"{""1.0"": 1}",1.0
39,Get_Deserved_Promotion,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
39,Health_Issues,categorical,0.0,0,3,0.0,{},
39,Job_Engagement,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
39,Job_Opportunities,categorical,66.67,2,3,1.0,"{""0.0"": 2}",0.0
39,Job_Satisfaction,categorical,0.0,0,3,1.0,{},
39,Job_Stability,categorical,66.67,2,3,0.0,"{""1.0"": 2}",1.0
39,Job_Support,categorical,33.33,1,3,1.0,"{""2.0"": 1}",2.0
39,MedicalInsurance,categorical,100.0,3,3,0.0,"{""1.0"": 3}",1.0
39,MonthlySalary,categorical,33.33,1,3,1.0,"{""0.0"": 1}",0.0
